"id","civilite","prenom","nom","naissance","profession","groupe","ncirco","circo","debut","duree","age","premiereElection"
"1001","M.","Marc-Philippe","Daubresse","-518144400","Ancien directeur d'une société de recrutement","UMP","4","Nord","1292281200","17.6197354362","57","1992"
"1012","M.","Charles","de La Verpillière","-491965200","Conseiller d'Etat","UMP","2","Ain","1182290400","4.39614428854","56","2007"
"1020","M.","Bernard","Debré","-796960800","Chirurgien des hôpitaux, professeur des Universités","UMP","15","Paris","1182290400","15.980105046","66","1986"
"1029","M.","Bernard","Deflesselles","-511578000","Ingénieur","UMP","9","Bouches-du-Rhône","1182290400","12.6179102023","57","1999"
"1031","M.","Lucien","Degauchy","-1027472400","Horticulteur","UMP","5","Oise","1182290400","18.4933379915","73","1993"
"1032","M.","Pascal","Deguilhem","-438483600","Professeur d'Education physique (Université Bordeaux IV)","SRC","1","Dordogne","1182290400","4.39614428854","54","2007"
"1058","M.","Richard","Dell'Agnola","-659581200","Attaché principal d'administration au ministère de la justice","UMP","12","Val-de-Marne","1182290400","13.4474789908","61","1993"
"1066","M.","François","Deluga","-414032400","Agent général d'assurances","SRC","8","Gironde","1228086000","7.99082829493","55","1997"
"1079","M.","Yves","Deniaud","-736390800","Cadre commercial","UMP","1","Orne","1182290400","18.4933379915","64","1993"
"1085","M.","Bernard","Depierre","-775447200","Consultant ","UMP","1","Côte-d'Or","1182290400","9.39545982584","65","2002"
"1092","M.","Bernard","Derosier","-951267600","Instituteur retraité","SRC","2","Nord","1182290400","33.2914214959","72","1978"
"1094","M.","Jacques","Desallangre","-1083114000","Journaliste","GDR","4","Aisne","1182290400","14.4413188265","75","1997"
"1116","M.","Michel","Destot","-736304400","Ingénieur","SRC","3","Isère","1182290400","23.2927904213","64","1988"
"1124","M.","Patrick","Devedjian","-799984800","Avocat","UMP","13","Hauts-de-Seine","1292281200","20.2263975397","66","1986"
"1141","M.","Marc","Dolez","-542682000","Maître de conférences","GDR","17","Nord","1182290400","19.2407712564","58","1988"
"1152","M.","Dominique","Dord","-326163600","Gérant de société","UMP","1","Savoie","1182290400","14.4413188265","51","1997"
"1155","M.","René","Dosière","-896666400","Consultant international","SRC","1","Aisne","1182290400","19.2407712564","69","1988"
"1165","M.","Julien","Dray","-467946000","Enseignant chercheur","SRC","10","Essonne","1182290400","23.2927904213","55","1988"
"1166","M.","Tony","Dreyfus","-977616000","Avocat au Barreau de Paris","SRC","5","Paris","1182290400","14.4413188265","71","1997"
"1182","M.","Jean-Pierre","Dufau","-836100000","Enseignant retraité","SRC","2","Landes","1182290400","14.4413188265","67","1997"
"1193","M.","William","Dumas","-881719200",,"SRC","5","Gard","1182290400","7.38861519887","68","2004"
"1198","Mme","Laurence","Dumont","-365562000","Chargée d'études","SRC","2","Calvados","1182290400","9.44200328922","52","1997"
"1199","M.","Jean-Louis","Dumont","-812253600","Enseignant","SRC","2","Meuse","1182290400","26.1045631797","66","1981"
"1205","M.","Jean-Pierre","Dupont","-1153011600","Docteur vétérinaire","UMP","3","Corrèze","1182290400","16.2811545555","77","1995"
"1206","M.","Nicolas","Dupont-Aignan","-278384400","Administrateur civil","NI","8","Essonne","1182290400","14.4413188265","49","1997"
"1208","M.","Jean-Paul","Dupré","-817520400","Cadre bancaire retraité","SRC","3","Aude","1182290400","14.4413188265","66","1997"
"1214","M.","Yves","Durand","-743907600","Enseignant","SRC","11","Nord","1182290400","19.2407712564","64","1988"
"1221","M.","Paul","Durieu","-709606800","Retraité","UMP","4","Vaucluse","1292367600","0.908008308617","63","2010"
"1226","M.","Philippe","Duron","-711248400","Professeur de lycée agrégé d'histoire","SRC","1","Calvados","1182290400","9.44200328922","63","1997"
"1243","M.","Christian","Eckert","-438570000","Professeur","SRC","7","Meurthe-et-Moselle","1182290400","4.39614428854","54","2007"
"1252","M.","Henri","Emmanuelli","-775965600","Directeur-adjoint de banque","SRC","3","Landes","1182290400","26.2770477793","65","1978"
"1263","M.","Christian","Estrosi","-457750800","Ancien sportif de haut niveau","UMP","5","Alpes-Maritimes","1292281200","15.7390600996","55","1988"
"1268","M.","Laurent","Fabius","-737427600","Ancien Maître des requêtes au Conseil d'Etat","SRC","4","Seine-Maritime","1182290400","26.4796487375","64","1978"
"1271","M.","Albert","Facon","-824950800","Professeur","SRC","14","Pas-de-Calais","1182290400","19.2407712564","68","1988"
"1300","M.","Jean-Michel","Ferrand","-862711200","Professeur de lettres","UMP","3","Vaucluse","1182290400","24.9134840102","68","1986"
"1304","M.","Alain","Ferry","-565232400","Chef d'entreprise","UMP","6","Bas-Rhin","1182290400","18.4933379915","58","1993"
"1326","M.","Pierre","Forgues","-995418000","Professeur de mathématiques","SRC","1","Hautes-Pyrénées","1182290400","30.6000000951","72","1978"
"1327","M.","Nicolas","Forissier","-279939600","Chef d'entreprise","UMP","2","Indre","1182290400","15.3584988402","49","1993"
"1341","M.","Jean-Michel","Fourgous","-512960400","Chef d'entreprise","UMP","11","Yvelines","1182290400","13.4474789908","57","1993"
"1353","M.","Michel","Françaix","-839383200","Consultant en communication","SRC","3","Oise","1182290400","19.1148301202","67","1988"
"1355","Mme","Joëlle","Ceccaldi-Raynaud","-596250000","Ancien clerc de notaire","UMP","6","Hauts-de-Seine","1182290400","8.83979019317","59","2002"
"1364","Mme","Jacqueline","Fraysse","-721098000","Médecin cardiologue","GDR","4","Hauts-de-Seine","1182290400","22.3235912427","63","1978"
"1379","M.","Yves","Fromion","-892951200","Sous-préfet","UMP","1","Cher","1182290400","14.4413188265","69","1997"
"1418","M.","Daniel","Garrigue","-686192400","Administrateur à l'Assemblée nationale","NI","2","Dordogne","1182290400","13.4474789908","62","1993"
"1432","M.","Claude","Gatignol","-981936000","Docteur vétérinaire","UMP","4","Manche","1182290400","23.3119553768","73","1988"
"1433","M.","Jean","Gaubert","-720579600","Agriculteur-éleveur","SRC","2","Côtes-d'Armor","1182290400","15.5445586166","63","1985"
"1445","M.","Hervé","Gaymard","-302576400","Administrateur civil","UMP","2","Savoie","1182290400","11.6678759792","50","1993"
"1459","M.","Bernard","Gérard","-515725200","Avocat","UMP","9","Nord","1182290400","4.39614428854","57","2007"
"1463","M.","André","Gerin","-755830800","Dessinateur industriel","GDR","14","Rhône","1182290400","18.4933379915","64","1993"
"1466","M.","Alain","Gest","-600051600","Consultant","UMP","6","Somme","1182290400","13.4474789908","61","1993"
"1477","M.","Georges","Ginesta","-867376800","Ingénieur ETP","UMP","5","Var","1182290400","9.39545982584","68","2002"
"1483","M.","Jean-Pierre","Giran","-725158800","Professeur d'Université","UMP","3","Var","1182290400","14.4413188265","63","1997"
"1496","M.","Jean","Glavany","-651200400","Préfet","SRC","3","Hautes-Pyrénées","1182290400","14.9178189406","61","1993"
"1498","M.","Claude","Goasguen","-782874000","Avocat à la Cour d'appel de Paris","UMP","14","Paris","1182290400","16.5686288881","65","1993"
"1514","M.","François-Michel","Gonnot","-653706000","Avocat","UMP","6","Oise","1182290400","18.2469314206","61","1988"
"1521","M.","Philippe","Goujon","-494643600","Cadre","UMP","12","Paris","1182290400","6.55630855959","56","1993"
"1522","M.","François","Goulard","-513738000",,"UMP","1","Morbihan","1182290400","11.3064796753","57","1997"
"1549","M.","Jean","Grenet","-961722000","Chirurgien retraité","UMP","5","Pyrénées-Atlantiques","1182290400","12.9600274736","71","1993"
"1568","M.","Louis","Guédon","-1075939200","Docteur en  pharmacie, biologiste","UMP","3","Vendée","1182290400","18.4933379915","76","1993"
"1574","M.","Jean-Claude","Guibal","-914119200","Ancien dirigeant d'organisations professionnelles","UMP","4","Alpes-Maritimes","1182290400","14.4413188265","69","1997"
"1579","Mme","Élisabeth","Guigou","-738637200","Administrateur civil du ministère des finances","SRC","9","Seine-Saint-Denis","1182290400","9.48580890182","64","1997"
"1585","M.","Jean-Jacques","Guillet","-732502800","Chef d'entreprise retraité","UMP","8","Hauts-de-Seine","1182290400","18.4933379915","64","1993"
"1592","M.","David","Habib","-277606800","Cadre","SRC","3","Pyrénées-Atlantiques","1182290400","9.39545982584","49","2002"
"1604","M.","Gérard","Hamel","-784602000","Chef d'entreprise du bâtiment","UMP","2","Eure-et-Loir","1182290400","18.4933379915","65","1993"
"1630","M.","Michel","Herbillon","-594090000","Cadre","UMP","8","Val-de-Marne","1182290400","14.4413188265","59","1997"
"1654","M.","François","Hollande","-485658000","Conseiller référendaire à la Cour des comptes","SRC","1","Corrèze","1182290400","19.2407712564","56","1988"
"1658","Mme","Françoise","Hostalier","-516589200","Inspecteur général de l'Education nationale","UMP","15","Nord","1182290400","6.60558987375","57","1993"
"1661","M.","Philippe","Houillon","-569552400","Avocat, ancien Bâtonnier de l'Ordre","UMP","1","Val-d'Oise","1182290400","18.4933379915","60","1993"
"1677","M.","Michel","Hunault","-311821200","Avocat","NC","6","Loire-Atlantique","1182290400","18.4933379915","50","1993"
"1686","M.","Jean-Louis","Idiart","-620614800","Contrôleur des impôts","SRC","8","Haute-Garonne","1182290400","18.4933379915","60","1993"
"1689","Mme","Françoise","Imbert","-703558800","Ancien chef de cabinet du maire de Colomiers","SRC","5","Haute-Garonne","1182290400","14.4413188265","63","1997"
"1695","M.","Christian","Jacob","-318042000","Agriculteur","UMP","4","Seine-et-Marne","1182290400","10.8847365769","52","1995"
"1699","M.","Denis","Jacquat","-807674400","Médecin O.R.L.","UMP","2","Moselle","1182290400","25.4091490798","66","1986"
"1710","M.","Serge","Janquin","-833421600","Professeur certifié de sciences économiques et sociales, enseignement secondaire","SRC","10","Pas-de-Calais","1182290400","18.4933379915","67","1993"
"1712","M.","Olivier","Jardé","-529030800","Professeur de chirurgie, professeur de droit de la santé","NC","2","Somme","1182290400","9.3407028101","57","2002"
"1744","M.","Alain","Joyandet","-503715600","Editeur","UMP","1","Haute-Saône","1280959200","7.10114086623","56","2002"
"1746","M.","Didier","Julia","-1131926400","Professeur d'Université","UMP","2","Seine-et-Marne","1182290400","44.1880676287","76","1967"
"1748","M.","Armand","Jung","-601261200","Fonctionnaire territorial","SRC","1","Bas-Rhin","1182290400","14.3482318998","61","1997"
"1761","M.","Christian","Kert","-739674000","Cadre administratif","UMP","11","Bouches-du-Rhône","1182290400","23.2927904213","64","1988"
"1770","M.","Jacques","Kossowski","-922240800","Dirigeant d'entreprise","UMP","3","Hauts-de-Seine","1182290400","14.4413188265","70","1997"
"1774","M.","Jean-Pierre","Kucheida","-847414800","Professeur certifié","SRC","12","Pas-de-Calais","1182290400","30.1757473002","67","1981"
"1778","M.","Patrick","Labaune","-585536400","Enseignant","UMP","1","Drôme","1182290400","13.4474789908","59","1993"
"1789","Mme","Conchita","Lacuey","-828583200","Cadre comptable","SRC","4","Gironde","1182290400","14.4413188265","67","1997"
"1809","M.","Jérôme","Lambert","-396666000","Cadre de l'industrie","SRC","3","Charente","1182290400","21.3571299148","53","1986"
"1816","M.","François","Lamy","-320979600","Instituteur","SRC","6","Essonne","1182290400","14.4413188265","51","1997"
"1821","M.","Jack","Lang","-957229200","Professeur agrégé de droit public","SRC","6","Pas-de-Calais","1182290400","15.2271960795","71","1986"
"1822","M.","Pierre","Lang","-711766800","Biologiste, directeur d'un laboratoire d'analyses médicales","UMP","6","Moselle","1182290400","13.4474789908","63","1993"
"1835","M.","Pierre","Lasbordes","-745981200","Directeur commercial","UMP","5","Essonne","1182290400","14.4413188265","64","1997"
"1838","M.","Jean","Lassalle","-462848400","Technicien agricole","NI","4","Pyrénées-Atlantiques","1182290400","9.39545982584","55","2002"
"1844","M.","Jean","Launay","-550371600","Inspecteur du Trésor","SRC","2","Lot","1182290400","13.4228383337","58","1998"
"1857","M.","Thierry","Lazaro","-292294800","Chargé de communication","UMP","6","Nord","1182290400","18.4933379915","50","1993"
"1866","M.","Gilbert","Le Bris","-657421200","Commerçant","SRC","8","Finistère","1182290400","20.7109971291","61","1981"
"1871","M.","Jean-Yves","Le Déaut","-786243600","Professeur d'Université","SRC","6","Meurthe-et-Moselle","1182290400","25.4091490798","65","1986"
"1874","M.","Marc","Le Fur","-413168400","Sous-préfet","UMP","3","Côtes-d'Armor","1182290400","13.4474789908","55","1993"
"1880","M.","Jean-Marie","Le Guen","-536288400","Médecin ","SRC","9","Paris","1182290400","18.8247320138","57","1988"
"1883","M.","Jacques","Le Nay","-634870800","Horticulteur","UMP","6","Morbihan","1182290400","18.4933379915","62","1993"
"1886","M.","Bruno","Le Roux","-147315600","Consultant en gestion et management","SRC","1","Seine-Saint-Denis","1182290400","14.4413188265","45","1997"
"1893","Mme","Marylise","Lebranchu","-716000400","Vacataire professionnelle à l'Université","SRC","4","Finistère","1182290400","9.48580890182","63","1997"
"1911","M.","Michel","Lefait","-745376400","Professeur de collège","SRC","8","Pas-de-Calais","1182290400","14.4413188265","64","1997"
"1936","M.","Patrick","Lemasle","-556160400","Exploitant agricole","SRC","7","Haute-Garonne","1182290400","14.3537076013","58","1997"
"1944","M.","Jean-Louis","Léonard","-613530000","Ingénieur","UMP","2","Charente-Maritime","1182290400","13.4474789908","60","1993"
"1954","M.","Pierre","Lequiller","-633574800","Cadre de banque","UMP","4","Yvelines","1182290400","23.2927904213","62","1988"
"1977","M.","Michel","Liebgott","-374806800","Inspecteur des affaires sanitaires et sociales","SRC","10","Moselle","1182290400","14.4413188265","52","1997"
"1979","Mme","Martine","Lignières-Cassou","-563590800","Chargée d'études à la DDE des Pyrénées-Atlantiques","SRC","1","Pyrénées-Atlantiques","1182290400","14.4413188265","58","1997"
"1991","M.","François","Loncle","-889840800","Journaliste","SRC","4","Eure","1182290400","25.3598677656","69","1981"
"1994","M.","François","Loos","-505616400","Ingénieur en chef des mines","UMP","9","Bas-Rhin","1182290400","13.5433037683","58","1993"
"2011","M.","Lionnel","Luca","-474512400","Professeur d'histoire-géographie","UMP","6","Alpes-Maritimes","1182290400","14.4413188265","57","1997"
"2045","M.","Noël","Mamère","-663296400","Journaliste","GDR","3","Gironde","1182290400","14.4413188265","63","1997"
"2048","M.","Jean-François","Mancel","-689130000","Administrateur civil","UMP","2","Oise","1182290400","23.270887615","62","1978"
"2075","M.","Alfred","Marie-Jeanne","-1045440000","Professeur de mathématiques","GDR","4","Martinique","1182290400","14.4413188265","75","1997"
"2083","M.","Hervé","Mariton","-352083600","Ingénieur en chef des mines","UMP","3","Drôme","1182290400","13.2996350483","52","1993"
"2084","M.","Alain","Marleix","-757299600","Ancien journaliste","UMP","2","Cantal","1292281200","15.1065024907","64","1993"
"2086","M.","Franck","Marlin","-165805200",,"UMP","2","Essonne","1182290400","15.8019165906","46","1995"
"2098","M.","Philippe","Armand Martin","-652582800","Viticulteur","UMP","6","Marne","1182290400","18.307164138","61","1993"
"2099","M.","Patrice","Martin-Lalande","-696906000","Cadre administratif","UMP","2","Loir-et-Cher","1182290400","18.4933379915","64","1993"
"2102","Mme","Henriette","Martinez","-646275600","Professeur certifié","UMP","1","Hautes-Alpes","1182290400","13.4474789908","61","1993"
"211169","M.","Roland","Muzeau","-573008400","Ajusteur-outilleur","GDR","1","Hauts-de-Seine","1182290400","4.39614428854","59","2007"
"2124","M.","Jean-Claude","Mathis","-958784400","Directeur de société","UMP","2","Aube","1182290400","9.39545982584","71","2002"
"2126","M.","Didier","Mathus","-555555600","Enseignant","SRC","4","Saône-et-Loire","1182290400","23.1668492851","58","1988"
"2148","M.","Pierre","Méhaignerie","-967683600","Ingénieur du génie rural et des eaux et forêts","UMP","5","Ille-et-Vilaine","1182290400","28.9026466842","71","1973"
"2155","M.","Gérard","Menuel","-557110800","Agriculteur","UMP","3","Aube","1271973600","5.35439206404","58","1995"
"216574","M.","Francis","Hillmeyer","-735699600","Journaliste reporter-photographe","NC","6","Haut-Rhin","1182290400","11.3721880942","64","2000"
"2181","M.","Jean","Michel","-660358800","Avocat","SRC","6","Puy-de-Dôme","1182290400","14.4413188265","61","1997"
"2191","M.","Jean-Claude","Mignon","-628390800","Ancien chef d'entreprise","UMP","1","Seine-et-Marne","1182290400","23.2927904213","60","1988"
"2224","M.","Arnaud","Montebourg","-226371600","Avocat ","SRC","6","Saône-et-Loire","1182290400","14.4413188265","48","1997"
"2229","M.","Pierre","Morange","-420166800","Médecin généraliste","UMP","6","Yvelines","1182290400","12.7683779185","54","1999"
"2236","M.","Hervé","Morin","-264301200","Administrateur à l'Assemblée nationale","NC","3","Eure","1292281200","9.53759991254","49","1998"
"2237","M.","Jean-Marie","Morisset","-706064400","Directeur informatique","UMP","3","Deux-Sèvres","1182290400","18.4933379915","63","1993"
"223837","M.","Bernard","Brochand","-996454800","Cadre du secteur privé retraité","UMP","8","Alpes-Maritimes","1182290400","10.6055898738","72","2001"
"2240","M.","Pierre","Moscovici","-387939600","Conseiller maître à la cour des comptes","SRC","4","Doubs","1182290400","4.48649336451","53","1997"
"2242","M.","Georges","Mothron","-686106000","Chef des ventes","UMP","5","Val-d'Oise","1182290400","13.2448780326","62","1993"
"2250","M.","Alain","Moyne-Bressand","-770781600","Chef d'entreprise","UMP","6","Isère","1182290400","25.4091490798","65","1986"
"2256","M.","Renaud","Muselier","-336358800","Médecin coordonnateur d'un établissement hospitalier privé","UMP","5","Bouches-du-Rhône","1182290400","13.573420127","51","1993"
"2257","M.","Jacques","Myard","-706410000","Conseiller des affaires étrangères","UMP","5","Yvelines","1182290400","18.4933379915","63","1993"
"226","M.","Jean-Pierre","Abelin","-609987600","Directeur-adjoint de service à la Banque de France","NC","4","Vienne","1182290400","23.7445358012","60","1978"
"2265","M.","Philippe","Nauche","-393382800","Médecin hospitalier","SRC","2","Corrèze","1182290400","9.44200328922","53","1997"
"2269","M.","Henri","Nayrou","-792464400","Journaliste","SRC","2","Ariège","1182290400","14.4413188265","67","1997"
"2273","M.","Jean-Marc","Nesme","-845082000","Cadre consulaire","UMP","2","Saône-et-Loire","1182290400","18.2469314206","67","1988"
"2277","M.","Yves","Nicolin","-215485200","Gestionnaire","UMP","5","Loire","1182290400","18.4933379915","47","1993"
"2283","M.","Hervé","Novelli","-657162000","Gérant de sociétés","UMP","4","Indre-et-Loire","1292281200","10.0414785345","61","1993"
"230","M.","Bernard","Accoyer","-769658400","Médecin ORL","UMP","1","Haute-Savoie","1182290400","18.4933379915","65","1993"
"230329","M.","Jean-François","Lamour","-439088400","Kinésithérapeute","UMP","13","Paris","1182290400","4.39614428854","54","2007"
"2317","M.","Michel","Pajon","-647139600","Maître de conférence en économie (Paris I)","SRC","13","Seine-Saint-Denis","1182290400","15.5938399308","61","1996"
"2319","Mme","Françoise","de Panafieu","-664419600",,"UMP","16","Paris","1182290400","23.5665755","63","1986"
"2338","M.","Christian","Paul","-308538000","Administrateur civil","SRC","3","Nièvre","1182290400","12.7274242338","50","1997"
"2339","M.","Daniel","Paul","-832471200","Instituteur","GDR","8","Seine-Maritime","1182290400","14.4413188265","67","1997"
"2343","M.","Germinal","Peiro","-514256400","Instituteur","SRC","4","Dordogne","1182290400","14.4413188265","57","1997"
"2345","M.","Jacques","Pélissard","-750646800","Avocat","UMP","1","Jura","1182290400","18.4933379915","64","1993"
"2357","M.","Dominique","Perben","-769744800","Sous-préfet","UMP","4","Rhône","1182290400","16.957517777","65","1986"
"236","M.","Manuel","Aeschlimann","-163904400","Maître de conférences à l'IEP-Paris","UMP","2","Hauts-de-Seine","1182290400","9.39545982584","46","2002"
"2365","M.","Jean-Claude","Perez","-181616400","Secrétaire de mairie","SRC","1","Aude","1182290400","14.4413188265","46","1997"
"2371","Mme","Marie-Françoise","Pérol-Dumont","-555469200","Professeur de collège (en détachement depuis 1997)","SRC","3","Haute-Vienne","1182290400","14.4413188265","58","1997"
"2374","Mme","Geneviève","Gaillard","-714445200","Vétérinaire","SRC","1","Deux-Sèvres","1182290400","14.4413188265","63","1997"
"2377","M.","Bernard","Perrut","-408243600","Avocat","UMP","9","Rhône","1182290400","14.4413188265","53","1997"
"2421","M.","Étienne","Pinte","-971654400","Cadre d'un établissement public","UMP","1","Yvelines","1182290400","38.2140772112","71","1973"
"2424","M.","Henri","Plagnol","-280458000","Conseiller d'État - Professeur associé à Paris Dauphine","UMP","1","Val-de-Marne","1182290400","9.52140096205","49","1997"
"243","M.","Yves","Albarello","-561517200","Directeur administratif et financier","UMP","7","Seine-et-Marne","1182290400","4.39614428854","58","2007"
"2430","M.","Philippe","Plisson","-598669200","Retraité de l'enseignement","SRC","11","Gironde","1182290400","4.39614428854","59","2007"
"2438","M.","Serge","Poignant","-699584400","Retraité du C.N.R.S.","UMP","10","Loire-Atlantique","1182290400","18.4933379915","63","1993"
"2473","M.","Jean-Luc","Préel","-920599200","Chef de service hospitalier","NC","1","Vendée","1182290400","23.3119553768","70","1988"
"2480","M.","Jean","Proriol","-1107734400","Ancien cadre","UMP","2","Haute-Loire","1182290400","33.3105864514","77","1978"
"2492","M.","Didier","Quentin","-726627600","Ministre plénipotentiaire","UMP","5","Charente-Maritime","1182290400","14.4413188265","65","1997"
"2494","M.","Jean-Jack","Queyranne","-762570000","Maître de conférences à l'Université","SRC","7","Rhône","1182290400","21.0888205377","65","1981"
"250","Mme","Michèle","Alliot-Marie","-735613200","Universitaire","UMP","6","Pyrénées-Atlantiques","1301263200","12.2729410031","64","1986"
"2503","M.","Dominique","Raimbourg","-621046800","Avocat","SRC","4","Loire-Atlantique","1182290400","5.09977194083","60","2001"
"2511","M.","Éric","Raoult","-458787600","Assistant parlementaire du groupe RPR","UMP","12","Seine-Saint-Denis","1182290400","18.5207164994","55","1986"
"2529","M.","Jean-Luc","Reitzer","-568342800","Cadre d'entreprise chargé des relations sociales","UMP","3","Haut-Rhin","1182290400","23.3119553768","60","1988"
"253","M.","Alfred","Almont","-798256800","Chargé de mission à la Chambre de Commerce et d'Industrie de la Martinique","UMP","2","Martinique","1182290400","9.39545982584","66","2002"
"2549","Mme","Marie-Line","Reynaud","-487904400","Conseillère technique au centre d'information des droits de la femme","SRC","2","Charente","1182290400","9.44200328922","56","1997"
"2580","M.","Jean","Roatta","-885261600",,"UMP","3","Bouches-du-Rhône","1182290400","20.6096966499","70","1986"
"259","Mme","Nicole","Ameline","-552099600","Directeur territorial","UMP","4","Calvados","1182290400","15.1091262644","58","1991"
"2591","Mme","Chantal","Robin-Rodrigo","-675651600","Directeur départemental crédit immobilier","SRC","2","Hautes-Pyrénées","1182290400","12.9682410259","62","1998"
"2597","M.","François","Rochebloine","-762742800","Directeur commercial","NC","3","Loire","1182290400","23.2927904213","65","1988"
"2600","M.","Alain","Rodet","-807156000","Économiste","SRC","4","Haute-Vienne","1182290400","30.1565823447","66","1981"
"2603","M.","Marcel","Rogemont","-694141200","Cadre","SRC","3","Ille-et-Vilaine","1182290400","9.44200328922","62","1997"
"2608","Mme","Marie-Josée","Roig","-998528400","Professeur de lettres","UMP","1","Vaucluse","1182290400","10.3126398395","72","1993"
"2611","M.","Bernard","Roman","-551149200","Avocat, administrateur territorial","SRC","1","Nord","1182290400","14.4413188265","58","1997"
"2621","M.","Michel","Rossi","-536115600",,"UMP","7","Alpes-Maritimes","1311976800","0.286630257054","57","2011"
"2631","M.","René","Rouquet","-753498000","Électromécanicien","SRC","9","Val-de-Marne","1182290400","24.1030801772","64","1981"
"2640","M.","Max","Roustan","-797047200","Professeur d'enseignement technique","UMP","4","Gard","1182290400","13.4474789908","66","1993"
"265","M.","Jean-Paul","Anciaux","-740365200","Technicien qualiticien","UMP","3","Saône-et-Loire","1182290400","13.4474789908","64","1993"
"2661","M.","Michel","Sainte-Marie","-990061200","Retraité","SRC","6","Gironde","1182290400","34.255144973","72","1973"
"2664","M.","Paul","Salen","-648262800",,"UMP","7","Loire","1304632800","0.51934757396","61","2011"
"2667","M.","Rudy","Salles","-486781200","Avocat","NC","3","Alpes-Maritimes","1182290400","23.2927904213","56","1988"
"266776","M.","Frédéric","Reiss","-635475600","Agrégé de mathématiques","UMP","8","Bas-Rhin","1182290400","9.31332430223","62","2002"
"266782","M.","Marc","Joulaud","-73530000",,"UMP","4","Sarthe","1184882400","9.23118877861","43","2002"
"266788","M.","Pierre","Morel-A-L'Huissier","-348109200","Avocat","UMP","2","Lozère","1182290400","9.39545982584","53","2002"
"266797","M.","Philippe","Gosselin","-100746000","Professeur de droit en classes préparatoires aux grandes écoles","UMP","1","Manche","1182290400","4.39614428854","44","2007"
"266815","M.","Jacques","Le Guen","-372992400","Docteur en médecine","UMP","5","Finistère","1182290400","9.39545982584","52","2002"
"267003","M.","Francis","Saint-Léger","-405738000","Ingénieur","UMP","1","Lozère","1182290400","9.39545982584","53","2002"
"267013","M.","Michel","Sordi","-509504400","Cadre d'entreprise","UMP","7","Haut-Rhin","1182290400","9.39545982584","57","2002"
"267018","M.","Michel","Raison","-636080400","Agriculteur","UMP","3","Haute-Saône","1182290400","9.39545982584","61","2002"
"267028","M.","Daniel","Fidelin","-681786000","Assureur","UMP","9","Seine-Maritime","1182290400","9.39545982584","62","2002"
"267031","M.","Michel","Lejeune","-737341200","Vétérinaire","UMP","12","Seine-Maritime","1182290400","9.39545982584","64","2002"
"267042","M.","Yannick","Favennec","-359427600","Directeur de cabinet","UMP","3","Mayenne","1182290400","9.39545982584","52","2002"
"267049","M.","Gérard","Lorgeoux","-832039200","Imprimeur","UMP","3","Morbihan","1182290400","9.39545982584","67","2002"
"267057","M.","Céleste","Lett","-588733200","Cadre hospitalier","UMP","5","Moselle","1182290400","9.39545982584","59","2002"
"267069","M.","Louis","Giscard d'Estaing","-353466000","Chef d'entreprise","UMP","3","Puy-de-Dôme","1182290400","9.39545982584","52","2002"
"267075","M.","Étienne","Blanc","-484189200","Avocat","UMP","3","Ain","1182290400","9.39545982584","56","2002"
"267081","Mme","Pascale","Gruny","-311475600","Directeur de ressources humaines","UMP","2","Aisne","1292367600","5.6172257396","50","2004"
"267087","M.","Jean","Dionis du Séjour","-419043600","Ingénieur","NC","1","Lot-et-Garonne","1182290400","9.39545982584","54","2002"
"267091","Mme","Frédérique","Massat","-188269200","Fonctionnaire territoriale","SRC","1","Ariège","1182290400","4.39614428854","46","2007"
"267099","M.","Jean-Marc","Lefranc","-721530000",,"UMP","5","Calvados","1182290400","9.39545982584","63","2002"
"2671","M.","Jean-Claude","Sandrier","-770090400","Chimiste","GDR","2","Cher","1182290400","14.4413188265","65","1997"
"267118","M.","Christian","Ménard","-749091600","Médecin","UMP","6","Finistère","1182290400","9.39545982584","64","2002"
"267144","M.","Jean-Pierre","Nicolas","-984528000","Ingénieur","UMP","2","Eure","1182290400","9.39545982584","72","2002"
"267148","M.","Franck","Gilard","-604890000","Consultant","UMP","5","Eure","1182290400","9.39545982584","60","2002"
"267151","M.","Jean-Pierre","Gorges","-517971600","Directeur informatique","UMP","1","Eure-et-Loir","1221429600","8.5988593239","57","2002"
"267166","Mme","Sophie","Delong","-393210000","Médecin du travail","UMP","1","Haute-Marne","1184882400","4.31400876493","53","2007"
"267178","M.","Nicolas","Dhuicq","-286851600","Psychiatre des hôpitaux","UMP","1","Aube","1182290400","4.39614428854","51","2007"
"267182","M.","Jean-Yves","Cousin","-658112400","Inspecteur principal des impôts","UMP","6","Calvados","1182290400","9.39545982584","61","2002"
"267188","Mme","Martine","Carrillon-Couvreur","-687402000","Directrice d'un institut médico-éducatif","SRC","1","Nièvre","1182290400","9.39545982584","62","2002"
"267200","M.","Sébastien","Huyghe","-5878800","Notaire","UMP","5","Nord","1182290400","9.39545982584","41","2002"
"267204","M.","Jean-Marie","Sermier","-278557200","Viticulteur","UMP","3","Jura","1182290400","9.39545982584","49","2002"
"267209","M.","Nicolas","Perruchot","-109904400","Consultant en entreprise","NC","1","Loir-et-Cher","1182290400","9.39545982584","44","2002"
"267224","M.","Daniel","Mach","-444272400","Cadre commercial","UMP","1","Pyrénées-Orientales","1182290400","9.39545982584","56","2002"
